Judet;Localitate;Siruta;Total numar animale localitate;;;;Cate curti au un nr de bovine dintr-un interval;;;;Cate curti au un nr de ovine dintr-un interval;;;;Cate curti au un nr de caprine dintr-un interval;;;;Cate curti au un nr de porci dintr-un interval;;;
;;;bovine;ovine;caprine;porci;Intre 1 si 2;Intre 3 si 4;Intre 5 si 9;Peste 9;Intre 1 si 5;Intre 6 si 14;Intre 15 si 49;Peste 49;Intre 1 si 2;Intre 3 si 9;Intre 10 si 19;Peste 19;Intre 1 si 2;Intre 3 si 4;Intre 5 si 14;Peste 14
Alba;Furduiesti;7534;24;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Gabud;6084;43;563;344;97;8;1;3;1;9;10;1;2;3;0;0;2;22;5;3;1
Alba;Galati;2014;145;2872;12;98;37;15;6;1;6;6;25;17;3;2;0;0;9;2;5;2
Alba;Galbena;2470;141;0;49;125;18;15;6;2;0;0;0;0;0;0;0;1;4;10;5;2
Alba;Galda de Jos;4375;626;13301;238;284;19;7;6;8;30;8;4;17;0;0;1;3;3;3;7;6
Alba;Galda de Sus;4400;141;335;80;74;20;10;7;2;15;11;3;2;4;5;0;1;6;1;1;2
Alba;Galtiu;7428;301;531;8;457;17;2;3;4;1;6;3;2;0;1;0;0;4;3;7;13
Alba;Gambas;1240;328;322;0;92;12;8;0;5;0;1;0;2;0;0;0;0;5;1;1;2
Alba;Ganesti;3155;82;0;0;0;5;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Garbova;4491;2494;5521;0;206;7;11;1;5;5;6;2;8;0;0;0;0;8;5;19;2
Alba;Garbova de Jos;1286;201;230;109;119;16;3;2;6;0;0;0;2;0;0;0;1;0;3;5;2
Alba;Garbova de Sus;1295;13;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Garbovita;1302;30;97;0;0;9;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0
Alba;Garda de Sus;4534;172;116;24;244;27;19;13;0;1;1;0;1;3;1;1;0;2;4;14;3
Alba;Garda Seaca;4598;121;0;0;152;4;11;10;1;0;0;0;0;0;0;0;0;0;3;11;3
Alba;Garde;3164;201;109;0;4;17;21;13;1;5;1;0;1;0;0;0;0;0;1;0;0
Alba;Geamana;5390;7;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Alba;Geoagiu de Sus;7794;153;2018;0;322;21;14;5;4;6;8;1;12;0;0;0;0;13;8;18;7
Alba;Geogel;6422;352;422;270;19;2;7;17;14;0;0;0;3;0;0;0;2;3;1;2;0
Alba;Geomal;7801;134;59;0;124;23;14;9;0;3;3;1;0;0;0;0;0;16;9;7;1
Alba;Ghetari;4589;156;0;0;94;3;7;12;3;0;0;0;0;0;0;0;0;0;2;10;1
Alba;Ghioncani;5014;62;246;0;0;7;5;3;1;0;0;1;1;0;0;0;0;0;0;0;0
Alba;Ghirbom;3002;174;6052;0;448;27;13;5;5;1;2;1;15;0;0;0;0;25;22;23;6
Alba;Giurgiut;4829;105;0;0;84;5;9;11;0;0;0;0;0;0;0;0;0;0;6;8;0
Alba;Gligoresti;8559;8;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Glod;2363;345;1108;183;222;6;12;19;11;2;2;1;10;0;0;1;2;19;12;8;2
Alba;Glogovet;8381;5;735;4;163;1;1;0;0;7;8;2;4;2;0;0;0;21;4;4;2
Alba;Goasele;1758;116;701;0;29;0;0;1;7;0;0;0;4;0;0;0;0;0;0;0;1
Alba;Goiesti;8568;60;9;0;6;4;9;1;1;1;1;0;0;0;0;0;0;1;1;0;0
Alba;Gojeiesti;2746;26;0;0;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Grosi;3921;53;448;0;4;1;2;6;0;0;0;2;4;0;0;0;0;4;0;0;0
Alba;Gura Ariesului;5327;215;656;0;113;4;3;4;6;0;0;0;4;0;0;0;0;10;11;8;0
Alba;Gura Cutului;8880;14;185;0;15;3;3;0;0;0;0;1;1;0;0;0;0;0;0;2;0
Alba;Gura Izbitei;3565;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Gura Sohodol;7543;37;0;0;34;6;6;1;0;0;0;0;0;0;0;0;0;0;1;0;1
Alba;Hadarau;5407;214;13;0;110;18;26;11;2;0;1;0;0;0;0;0;0;4;2;4;3
Alba;Haiducesti;8577;96;4;0;39;3;4;8;2;1;0;0;0;0;0;0;0;0;1;3;0
Alba;Hanasesti;4605;94;0;0;29;5;5;8;1;0;0;0;0;0;0;0;0;2;1;3;0
Alba;Hanasesti;6333;77;0;0;47;2;5;7;1;0;0;0;0;0;0;0;0;0;1;6;0
Alba;Hapria;1115;94;342;36;140;15;4;5;2;0;2;2;3;0;0;0;1;55;3;4;1
Alba;Hategana;8899;31;330;0;0;2;2;1;1;0;0;0;2;0;0;0;0;0;0;0;0
Alba;Heleresti;2755;53;0;0;27;1;6;3;1;0;0;0;0;0;0;0;0;0;2;2;0
Alba;Helesti;3574;10;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Henig;3011;51;1293;1;349;16;3;1;1;8;5;1;7;1;0;0;0;31;9;15;8
Alba;Heria;4320;196;1761;96;171;19;13;6;4;0;2;1;4;0;0;0;1;10;8;8;2
Alba;Hoanca;7552;17;2;37;2;1;3;1;0;1;0;0;0;0;0;0;1;1;0;0;0
Alba;Hodisesti;3173;154;7;2;5;15;12;11;2;0;1;0;0;1;0;0;0;1;1;0;0
Alba;Hodobana;2489;68;0;0;24;4;5;5;1;0;0;0;0;0;0;0;0;0;1;3;0
Alba;Holobani;5416;21;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
Alba;Hoparta;4712;70;1274;82;90;8;5;1;1;16;6;3;5;0;0;0;1;1;0;3;1
Alba;Horea;4776;105;0;0;114;21;14;5;0;0;0;0;0;0;0;0;0;3;3;6;2
Alba;Hudricesti;3182;140;9;0;40;2;11;12;2;0;1;0;0;0;0;0;0;0;0;5;0
Alba;Huzaresti;4614;60;0;0;28;4;6;6;0;0;0;0;0;0;0;0;0;0;0;5;0
Alba;Iclod;7366;89;1000;0;186;7;8;2;3;10;13;2;5;0;0;0;0;8;5;9;3
Alba;Ighiel;4954;134;4577;436;74;21;5;6;3;2;0;0;28;2;0;0;4;16;1;2;1
Alba;Ighiu;4936;1284;14065;184;2693;20;6;11;10;2;4;5;20;0;1;0;2;23;10;17;8
Alba;Incesti;2764;33;0;0;21;0;2;4;0;0;0;0;0;0;0;0;0;0;0;3;0
Alba;Incesti;6495;12;160;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Alba;Inoc;8201;142;888;0;19;3;2;0;2;2;3;0;2;0;0;0;0;7;1;1;0
Alba;Intregalde;4990;416;718;47;58;11;15;24;10;3;0;2;5;0;1;0;1;6;2;2;1
Alba;Inuri;8906;85;1823;0;49;5;7;5;2;0;0;0;10;0;0;0;0;0;0;2;1
Alba;Isca;5602;21;419;0;0;0;1;1;1;0;1;0;3;0;0;0;0;0;0;0;0
Alba;Ivanis;5032;46;5;0;5;5;3;0;2;1;0;0;0;0;0;0;0;0;0;1;0
Alba;Izbicioara;3583;6;0;0;23;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Alba;Izbita;3592;6;12;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Alba;Izlaz;2498;92;1051;454;76;10;13;5;0;0;0;0;1;0;0;0;1;2;6;6;1
Alba;Izvoarele;4623;13;0;0;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Alba;Izvoarele;5185;104;7;81;5;10;2;6;3;0;1;0;0;33;9;0;0;1;1;0;0
Alba;Izvoru Ampoiului;2023;189;1096;124;268;21;10;15;1;7;11;9;6;5;3;1;2;7;6;6;8
Alba;Jeflesti;8602;15;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Jidostina;8069;154;263;0;39;3;0;5;7;0;0;0;3;0;0;0;0;1;0;4;0
Alba;Jidvei;5112;37;1164;3;96;7;0;2;1;1;1;3;4;0;1;0;0;9;1;3;2
Alba;Jojei;2773;20;0;0;11;3;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0
Alba;Jurcuiesti;3609;14;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Lancram;1892;454;1671;0;56;16;5;6;9;1;10;4;6;0;0;0;0;3;2;5;0
Alba;Laz;7133;53;406;0;24;3;2;4;2;0;0;1;2;0;0;0;0;2;1;0;1
Alba;Laz;8915;13;62;0;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0
Alba;Lazesti;7259;94;0;0;20;4;11;8;0;0;0;0;0;0;0;0;0;1;0;2;0
Alba;Lazesti;8274;43;0;0;13;1;1;6;0;0;0;0;0;0;0;0;0;1;0;2;0
Alba;Lazuri;5425;222;63;10;130;21;19;9;5;0;0;0;1;0;0;1;0;5;0;13;1
Alba;Lazuri;7570;55;15;0;2;11;4;4;0;7;0;0;0;0;0;0;0;2;0;0;0
Alba;Lehesti;7589;79;72;0;4;4;3;5;3;0;0;0;1;0;0;0;0;0;1;0;0
Alba;Leorint;6565;131;1277;7;187;7;2;5;3;5;4;2;4;0;2;0;0;8;7;9;1
Alba;Lespezea;7268;72;0;0;18;7;8;6;0;0;0;0;0;0;0;0;0;0;1;2;0
Alba;Lipaia;3191;100;0;0;11;8;4;11;0;0;0;0;0;0;0;0;0;0;0;1;0
Alba;Livezile;5176;120;757;163;85;6;9;9;3;0;0;0;2;1;0;1;3;6;4;2;2
Alba;Lodroman;8390;22;553;235;113;6;4;0;0;10;8;3;3;2;0;1;1;15;7;3;2
Alba;Loman;7142;748;8947;0;373;8;15;32;31;0;1;2;34;0;0;0;0;10;1;10;6
Alba;Lopadea Noua;5229;550;2624;0;358;4;0;1;10;0;0;0;5;0;0;0;0;13;5;8;9
Alba;Lopadea Veche;5791;43;1221;126;104;15;4;1;0;5;5;0;6;5;5;1;1;17;9;7;0
Alba;Luminesti;7598;76;0;0;0;4;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Lunca;5434;83;174;0;150;11;5;4;2;0;0;1;1;0;0;0;0;4;0;8;3
Alba;Lunca;6501;87;283;89;73;6;6;7;1;0;0;0;1;0;0;0;1;10;3;6;0
Alba;Lunca;8407;32;488;40;166;11;2;2;0;10;6;2;1;1;1;0;1;40;12;9;0
Alba;Lunca Ampoitei;5611;113;1557;1;83;11;17;4;1;2;6;8;11;1;0;0;0;4;2;4;2
Alba;Lunca Bisericii;8620;33;0;0;3;5;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Alba;Lunca de Jos;8639;59;1;0;33;3;9;3;0;1;0;0;0;0;0;0;0;0;0;0;2
Alba;Lunca Goiesti;8648;47;0;0;23;2;3;2;2;0;0;0;0;0;0;0;0;0;0;3;0
Alba;Lunca Larga;3208;46;0;0;5;8;3;4;0;0;0;0;0;0;0;0;0;0;0;1;0
Alba;Lunca Larga;6137;57;0;0;22;6;4;6;0;0;0;0;0;0;0;0;0;4;3;1;0
Alba;Lunca Merilor;3217;32;0;0;79;9;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Alba;Lunca Metesului;5620;66;1174;0;25;7;7;4;0;3;3;1;10;0;0;0;0;3;2;0;1
Alba;Lunca Muresului;5318;488;1552;68;303;21;13;10;10;8;1;1;5;1;2;0;1;29;16;15;6
Alba;Lunca Tarnavei;7918;31;1062;152;632;7;2;1;1;8;2;1;6;0;0;0;2;31;17;21;12
Alba;Lunca Vesesti;8657;67;3;0;2;6;7;5;0;1;0;0;0;0;0;0;0;1;0;0;0
Alba;Lupaiesti;6342;55;3;0;47;3;0;3;3;2;0;0;0;0;0;0;0;0;0;3;1
Alba;Lupsa;5345;325;71;0;224;43;29;24;1;8;5;0;0;0;0;0;0;5;4;6;7
Alba;Lupu;3832;54;3229;1;201;15;3;2;1;0;0;0;12;1;0;0;0;3;0;5;5
Alba;Lupulesti;3618;11;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Macaresti;6431;40;0;0;2;3;2;2;1;0;0;0;0;0;0;0;0;1;0;0;0
Alba;Maghierat;6191;34;103;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Alba;Magina;1259;82;11;199;1;3;1;3;3;1;1;0;0;0;0;0;1;1;0;0;0
Alba;Magura;3627;24;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Mahaceni;8210;13;2002;50;48;3;1;1;0;2;2;1;3;0;0;0;1;9;4;2;0
Alba;Mamaligani;5933;86;619;0;11;5;1;5;3;0;0;0;1;0;0;0;0;2;2;0;0
Alba;Manarade;1428;650;2050;0;270;6;1;4;9;0;2;0;9;0;0;0;0;11;10;12;5
Alba;Manastire;5443;28;49;59;33;9;2;1;0;0;0;1;0;0;0;0;1;0;3;2;0
Alba;Mancesti;4838;77;0;0;66;6;3;9;0;0;0;0;0;0;0;0;0;0;0;4;2
Alba;Margaia;5452;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Margineni;7062;116;1273;0;58;0;1;7;5;0;0;2;6;0;0;0;0;1;0;1;2
Alba;Marinesti;5041;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Alba;Martesti;2782;51;0;0;39;1;3;3;1;0;0;0;0;0;0;0;0;0;0;2;1
Alba;Martinie;8078;231;923;0;12;20;12;20;2;0;0;0;4;0;0;0;0;2;0;1;0
Alba;Matacina;8924;0;348;37;5;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0
Alba;Matei;7277;41;0;0;24;3;5;3;0;0;0;0;0;0;0;0;0;0;0;3;0
Alba;Matisesti;4847;337;0;0;332;28;49;20;0;0;0;0;0;0;0;0;0;1;5;16;8
Alba;Medves;4339;200;0;0;102;11;6;6;7;0;0;0;0;0;0;0;0;9;6;3;2
Alba;Mereteu;8933;34;28;66;58;6;2;1;1;0;2;1;0;1;0;0;1;0;1;3;1
Alba;Mescreac;6574;38;662;56;186;13;5;1;0;5;7;4;2;1;1;0;1;12;6;13;2
Alba;Mesentea;4437;78;71;9;31;6;0;1;2;3;1;0;1;1;1;0;0;1;0;4;0
Alba;Metes;5586;205;3124;0;256;17;19;13;2;4;2;8;26;0;0;0;0;10;2;8;6
Alba;Micesti;1044;128;1065;199;150;3;2;1;1;0;0;0;2;3;1;0;3;60;4;3;2
Alba;Micoslaca;1847;110;22;0;0;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0
Alba;Mihaiesti;3226;21;3;0;0;4;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Alba;Mihalt;5719;406;6113;14;3009;78;29;22;4;68;56;12;22;0;0;1;0;57;33;73;70
Alba;Mihoesti;1598;69;65;0;7;11;9;1;1;1;0;0;1;0;0;0;0;4;0;0;0
Alba;Miraslau;5764;1492;1160;111;15896;13;8;7;6;9;5;2;5;1;1;0;1;11;10;22;8
Alba;Modolesti;8666;34;5;0;18;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;1
Alba;Mogos;5835;331;765;0;23;13;7;8;13;2;1;0;2;0;0;0;0;3;1;1;0
Alba;Moraresti;7614;56;10;0;0;5;6;4;0;1;1;0;0;0;0;0;0;0;0;0;0
Alba;Morcanesti;6351;22;0;0;6;4;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Alba;Motorasti;1605;108;0;0;20;8;8;3;4;0;0;0;0;0;0;0;0;0;0;2;0
Alba;Mugesti;1767;217;2009;0;148;2;5;9;10;0;0;1;11;0;0;0;0;0;0;9;3
Alba;Muncelu;2951;199;287;228;333;15;11;17;2;2;2;0;1;0;0;0;2;2;0;7;4
Alba;Munesti;7623;71;0;0;2;0;2;3;4;0;0;0;0;0;0;0;0;1;0;0;0
Alba;Muntari;3636;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Mununa;4632;137;7;0;111;2;4;9;5;0;1;0;0;0;0;0;0;1;4;9;1
Alba;Musca;5461;369;11;0;278;52;24;22;5;3;0;0;0;0;0;0;0;14;6;18;5
Alba;Nadastia;2372;180;1763;117;93;6;8;11;5;0;2;1;10;0;1;0;3;3;0;9;1
Alba;Namas;3235;23;2;0;1;5;4;0;0;1;0;0;0;0;0;0;0;1;0;0;0
Alba;Napaiesti;7632;36;5;0;0;3;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0
Alba;Necrilesti;5069;197;132;0;54;5;9;11;6;0;1;1;1;0;0;0;0;1;1;5;0
Alba;Necsesti;8283;110;18;0;41;12;10;9;0;2;1;0;0;0;0;0;0;1;1;6;0
Alba;Negesti;7286;89;0;0;31;4;12;7;0;0;0;0;0;0;0;0;0;0;2;4;0
Alba;Negresti;5942;45;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0;1;0;0;0
Alba;Nelegesti;7641;38;0;0;19;6;4;2;0;0;0;0;0;0;0;0;0;0;1;0;1
Alba;Nemesi;8675;62;0;0;40;6;6;4;0;0;0;0;0;0;0;0;0;0;0;1;1
Alba;Nicoresti;7650;53;21;0;34;1;3;6;0;0;0;1;0;0;0;0;0;0;1;1;1
Alba;Niculesti;4856;62;0;0;50;5;3;3;1;0;0;0;0;0;0;0;0;0;0;2;2
Alba;Noslac;6057;116;2830;657;457;11;4;4;3;30;12;1;7;0;1;0;6;73;14;18;5
Alba;Novacesti;3244;29;2;0;0;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0
Alba;Oarda;1053;163;2672;39;623;26;11;3;5;0;3;3;6;0;2;0;1;190;19;21;8
Alba;Obreja;5737;26;2415;0;573;8;3;1;0;9;1;0;5;0;0;0;0;6;1;6;4
Alba;Ocna Mures;1801;503;4738;72;495;17;8;8;10;9;9;2;17;0;2;0;2;3;2;9;6
Alba;Ocnisoara;5283;3;766;0;7;0;1;0;0;0;0;0;4;0;0;0;0;0;0;1;0
Alba;Ocoale;4641;410;0;0;252;9;20;28;10;0;0;0;0;0;0;0;0;3;4;23;4
Alba;Ocolis;6128;484;459;0;137;17;20;32;11;0;0;4;1;0;0;0;0;27;7;6;1
Alba;Odverem;5292;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Ohaba;6173;189;2284;14;165;19;8;5;5;5;3;3;10;0;0;1;0;4;4;9;3
Alba;Oidesti;8684;50;59;0;12;4;4;5;0;0;0;0;1;0;0;0;0;1;2;1;0
Alba;Oiejdea;4446;204;1723;31;306;35;7;10;3;5;10;3;9;0;1;0;1;3;6;14;7
Alba;Olteni;6690;38;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Orasti;6510;94;420;0;98;6;5;9;1;2;0;0;2;0;0;0;0;9;1;5;1
Alba;Orgesti;2791;26;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Ormenis;5808;79;103;510;49;4;6;2;1;0;3;0;1;0;0;0;2;5;2;5;0
Alba;Paclisa;1062;143;1875;12;347;33;9;10;1;0;0;3;11;1;2;0;0;86;5;11;7
Alba;Padure;4222;24;641;0;29;3;2;2;0;2;0;0;3;0;0;0;0;3;1;1;1
Alba;Padurea;5639;8;162;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Alba;Pagida;1268;46;609;108;45;3;3;2;1;3;0;0;2;0;0;0;3;3;0;1;2
Alba;Panade;7375;146;1963;0;228;19;5;3;4;15;2;0;9;0;0;0;0;6;5;10;6
Alba;Panca;4231;62;1030;0;104;0;0;3;2;0;0;0;4;0;0;0;0;0;2;0;2
Alba;Pantesti;2504;80;0;0;36;6;10;6;0;0;0;0;0;0;0;0;0;2;3;4;0
Alba;Parau lui Mihai;8942;37;598;17;97;8;5;1;0;0;1;3;4;1;1;1;0;1;1;5;1
Alba;Parau-Carbunari;5489;32;5;0;13;2;1;4;0;1;0;0;0;0;0;0;0;1;2;1;0
Alba;Pastesti;6360;154;0;0;65;8;11;11;3;0;0;0;0;0;0;0;0;1;4;3;1
Alba;Patrahaitesti;2513;54;0;0;34;3;4;6;0;0;0;0;0;0;0;0;0;2;2;4;0
Alba;Patringeni;2032;94;1206;65;114;26;12;2;1;3;8;12;8;3;6;3;0;12;4;6;1
Alba;Patrusesti;4865;177;0;0;100;21;11;13;2;0;0;0;0;0;0;0;0;2;3;5;2
Alba;Patrutesti;2808;43;0;0;0;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Peles;7669;117;12;1;20;9;14;9;0;6;0;0;0;1;0;0;0;2;2;1;0
Alba;Perjesti;3253;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Peste Valea Bistrii;1614;61;16;0;10;2;2;2;3;0;0;1;0;0;0;0;0;2;0;1;0
Alba;Petelca;8149;60;167;0;103;15;4;2;1;1;5;0;1;0;0;0;0;4;1;6;1
Alba;Petelei;6379;93;0;0;40;7;6;8;1;0;0;0;0;0;0;0;0;1;2;0;1
Alba;Petreasa;4874;68;0;0;28;5;7;4;1;0;0;0;0;0;0;0;0;0;0;4;0
Alba;Petresti;1909;319;1159;240;170;10;9;3;6;2;1;0;8;0;0;0;1;7;7;11;2
Alba;Petrisat;1393;101;97;0;242;5;3;2;4;4;8;0;0;0;0;0;0;16;12;4;5
Alba;Pianu de Jos;6235;549;1944;0;139;21;10;5;5;10;13;6;10;0;0;0;0;38;5;6;1
Alba;Pianu de Sus;6226;244;2289;158;652;66;18;7;4;6;18;10;10;0;0;0;2;49;18;19;15
Alba;Pirita;2041;57;397;14;76;13;5;3;0;0;2;5;3;2;3;0;0;3;2;5;1
Alba;Pitarcesti;8693;20;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Pitiga;5470;98;0;7;43;12;12;5;1;0;0;0;0;0;2;0;0;3;0;2;1
Alba;Plai;2817;30;0;0;0;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Plai;4650;118;0;0;20;7;10;9;1;0;0;0;0;0;0;0;0;0;2;2;0
Alba;Plaiuri;6244;116;969;0;14;0;2;6;5;1;0;0;6;0;0;0;0;7;1;0;0
Alba;Plescuta;8700;110;0;0;8;5;9;6;3;0;0;0;0;0;0;0;0;1;2;0;0
Alba;Plesesti;2238;87;9;0;44;3;6;5;3;2;0;0;0;0;0;0;0;1;2;5;0
Alba;Plesi;7151;274;2397;0;157;2;3;9;12;1;0;3;16;0;0;0;0;1;1;7;2
Alba;Plisti;4669;15;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Podu lui Paul;2069;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Alba;Poduri;1623;121;56;0;11;7;15;8;0;0;0;0;1;0;0;0;0;3;2;0;0
Alba;Poduri-Bricesti;8292;103;10;0;36;6;14;5;2;1;1;0;0;0;0;0;0;3;2;4;0
Alba;Poiana;3262;105;0;0;0;1;9;10;1;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Poiana;3654;61;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Poiana;7678;25;0;87;6;0;0;3;1;0;0;0;0;0;0;0;1;0;0;1;0
Alba;Poiana Aiudului;5194;58;5;574;30;8;8;3;0;3;0;0;0;24;5;0;1;1;0;1;1
Alba;Poiana Ampoiului;5648;106;2919;78;238;17;17;3;0;3;3;7;19;0;0;1;1;15;13;8;5
Alba;Poiana Galdei;4455;36;235;40;31;8;5;1;0;3;1;1;2;1;1;0;1;0;1;3;0
Alba;Poiana Vadului;6280;280;22;13;218;14;18;26;3;2;2;0;0;0;2;0;0;1;6;16;3
Alba;Poieni;3431;20;100;0;3;0;0;4;0;0;0;0;1;0;0;0;0;0;1;0;0
Alba;Poieni;3663;132;145;0;8;5;6;7;4;1;0;0;1;0;0;0;0;1;0;1;0
Alba;Poieni;8719;21;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Poienile-Mogos;5960;340;10;0;49;12;12;9;12;1;1;0;0;0;0;0;0;4;1;2;1
Alba;Poienita;2522;53;0;0;17;1;8;5;0;0;0;0;0;0;0;0;0;2;0;2;0
Alba;Poienita;8951;35;81;0;0;0;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0
Alba;Poiu;3271;46;18;0;4;1;1;0;2;1;2;0;0;0;0;0;0;0;1;0;0
Alba;Ponor;6404;483;575;0;52;10;8;24;14;0;1;1;2;0;0;0;0;5;1;6;0
Alba;Ponorel;8728;51;121;0;13;4;6;2;1;1;0;0;1;0;0;0;0;1;0;1;0
Alba;Popestii de Jos;8309;60;9;0;65;11;6;4;0;0;1;0;0;0;0;0;0;1;2;8;0
Alba;Popestii de Sus;8318;135;26;0;100;7;8;12;3;1;1;1;0;0;0;0;0;1;4;8;1
Alba;Posaga de Jos;6477;219;210;0;233;28;22;10;2;7;8;2;1;0;0;0;0;24;13;20;0
Alba;Posaga de Sus;6529;180;22;6;56;7;9;16;2;3;1;0;0;0;1;0;0;14;3;3;0
Alba;Posogani;5498;54;0;0;13;5;5;1;2;0;0;0;0;0;0;0;0;0;1;1;0
Alba;Potionci;2247;58;0;0;36;2;5;6;0;0;0;0;0;0;0;0;0;0;0;5;0
Alba;Preluca;4883;117;0;0;56;9;16;5;1;0;0;0;0;0;0;0;0;1;2;2;2
Alba;Preluca;7295;76;0;0;60;3;5;8;1;0;0;0;0;0;0;0;0;0;0;6;1
Alba;Presaca Ampoiului;5666;120;2165;58;392;22;16;5;0;16;9;20;15;4;3;0;1;22;15;21;6
Alba;Puiuletesti;8737;69;116;0;11;2;5;2;3;0;0;0;1;0;0;0;0;2;0;1;0
Alba;Purcareti;6253;696;5253;0;560;5;13;22;34;1;2;2;20;0;0;0;0;7;7;20;14
Alba;Puselesti;2826;17;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Racatau;3440;51;182;0;0;2;1;4;1;0;1;0;2;0;0;0;0;0;0;0;0
Alba;Rachis;5817;12;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Rachita;7160;165;1602;393;226;10;10;8;4;1;2;2;7;0;1;0;4;5;5;7;5
Alba;Radesti;6556;95;576;7;292;3;8;3;2;7;9;4;2;0;2;0;0;36;15;14;3
Alba;Rahau;1918;308;3549;0;232;12;8;7;3;1;1;0;15;0;0;0;0;9;14;15;2
Alba;Raicani;4464;55;154;0;0;0;2;2;2;0;0;0;1;0;0;0;0;0;0;0;0
Alba;Ramet;6636;93;1;98;2;0;9;1;2;1;0;0;0;0;0;0;1;1;0;0;0
Alba;Rametea;6609;92;912;755;71;6;5;2;2;1;0;1;3;0;1;0;3;6;2;2;1
Alba;Ratitis;3280;104;0;0;43;2;6;8;2;0;0;0;0;0;0;0;0;0;0;2;1
Alba;Ravicesti;2531;27;0;0;8;0;2;4;0;0;0;0;0;0;0;0;0;1;0;1;0
Alba;Razboieni-Cetate;1856;142;1679;81;100;9;5;2;5;3;1;0;7;0;0;0;2;1;0;3;3
Alba;Reciu;4516;31;1011;2;61;5;4;2;0;11;11;0;2;1;0;0;0;11;2;4;0
Alba;Remetea;5675;16;114;41;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0
Alba;Robesti;7687;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alba;Rogoz;2256;98;0;0;65;7;9;8;0;0;0;0;0;0;0;0;0;3;3;5;0
Alba;Rosesti;2265;61;9;0;27;3;2;6;1;1;1;0;0;0;0;0;0;0;3;2;0
