CHILIILE,2011,623,46108
CHIOJDU,2011,3509,46180
CILIBIA,2011,1864,46251
CISLAU,2011,4697,46313
COCHIRLEANCA,2011,5092,46377
COLTI,2011,1094,46439
COSTESTI,2011,4817,46484
COZIENI,2011,2139,46554
FLORICA,2011,1597,50564
GALBINASI,2011,4116,46769
GHERASENI,2011,3456,46803
GHERGHEASA,2011,2493,46830
GLODEANU SARAT,2011,4469,46867
GLODEANU-SILISTEA,2011,3998,46910
GREBANU,2011,5319,47006
GURA TEGHII,2011,3439,47079
LARGU,2011,1526,47159
LOPATARI,2011,4242,47186
LUCIU,2011,2911,47300
MAGURA,2011,2241,47337
MANZALESTI,2011,2591,47630
MARACINENI,2011,8279,47373
MARGARITESTI,2011,697,47417
MEREI,2011,6803,47453
MIHAILESTI,2011,2084,47578
MOVILA BANULUI,2011,2726,47774
MURGESTI,2011,966,47818
NAENI,2011,1805,47854
ODAILE,2011,882,48021
PADINA,2011,4111,48138
PANATAU,2011,2537,48227
PARDOSI,2011,453,48165
PARSCOV,2011,5654,48557
PIETROASELE,2011,3301,48487
PODGORIA,2011,3236,48682
POSTA CALNAU,2011,5968,48771
PUIESTI,2011,4146,48842
RACOVITENI,2011,1424,48922
RAMNICELU,2011,4789,48968
ROBEASCA,2011,1124,49019
RUSETU,2011,3720,49046
SAGEATA,2011,4949,49073
SAHATENI,2011,3248,49153
SAPOCA,2011,3305,49206
SARULESTI,2011,1346,49233
SCORTOASA,2011,3076,49313
SCUTELNICI,2011,2346,49439
SIRIU,2011,3211,49484
SMEENI,2011,6649,49545
STALPU,2011,3193,49625
TINTESTI,2011,4518,49849
TISAU,2011,4704,49643
TOPLICENI,2011,4080,49769
ULMENI,2011,3199,49894
UNGURIU,2011,2415,50549
VADU PASII,2011,9311,49956
VALCELELE,2011,1587,50399
VALEA RAMNICULUI,2011,5425,50022
VALEA SALCIEI,2011,776,50068
VERNESTI,2011,8633,50102
VINTILA VODA,2011,3131,50228
VIPERESTI,2011,3493,50326
ZARNESTI,2011,5459,50415
ZIDURI,2011,4402,50479
JUDETUL CARAS-SEVERIN,2011,295579,118
MUNICIPIUL RESITA,2011,73282,50790
MUNICIPIUL CARANSEBES,2011,24689,51010
ORAS ANINA,2011,7485,50889
ORAS BAILE HERCULANE,2011,5008,50923
ORAS BOCSA,2011,15842,50969
ORAS MOLDOVA NOUA,2011,12350,51056
ORAS ORAVITA,2011,11382,51118
ORAS OTELU ROSU,2011,10510,51207
ARMENIS,2011,2454,51243
BANIA,2011,1752,51305
BAUTAR,2011,2604,51332
BERLISTE,2011,1164,51387
BERZASCA,2011,2848,51449
BERZOVIA,2011,3891,51500
BOLVASNITA,2011,1405,51546
BOZOVICI,2011,2924,51573
BREBU,2011,1164,51626
BREBU NOU,2011,119,51662
BUCHIN,2011,2039,51699
BUCOSNITA,2011,2978,51751
CARASOVA,2011,3110,51804
CARBUNARI,2011,1008,51840
CICLOVA ROMANA,2011,1550,51948
CIUCHICI,2011,1338,51984
CIUDANOVITA,2011,657,52035
CONSTANTIN DAICOVICIU,2011,2692,51877
COPACELE,2011,1111,52062
CORNEA,2011,1890,52115
CORNEREVA,2011,3190,52160
CORONINI,2011,1748,53489
DALBOSET,2011,1650,52570
